Number Start Coordinate Stop Coordinate Color/Hardness 
12381 : 61 170 62 170 0.8913919918 
12382 : 75 176 76 177 0.8913919918 
12383 : 84 86 85 85 0.8913954575 
12384 : 113 265 113 266 0.8913982718 
12385 : 186 80 187 81 0.8914027149 
12386 : 49 188 50 189 0.8914096656 
12387 : 97 191 96 192 0.8914252268 
12388 : 182 32 183 31 0.8914442039 
12389 : 84 82 83 83 0.8914443863 
12390 : 78 159 77 160 0.8914964508 
12391 : 144 250 143 250 0.8914964508 
12392 : 110 55 109 55 0.8915097995 
12393 : 103 80 103 79 0.8915138213 
12394 : 59 277 59 278 0.8915264423 
12395 : 134 246 133 245 0.8915297632 
12396 : 194 95 193 94 0.8915419284 
12397 : 86 15 87 15 0.8915497135 
12398 : 131 227 132 226 0.8915637705 
12399 : 92 83 92 84 0.8915666628 
12400 : 127 247 127 248 0.8915883107 
12401 : 128 255 128 256 0.8915981199 
12402 : 137 245 136 244 0.8916005874 
12403 : 18 74 17 75 0.8916099491 
12404 : 123 269 123 270 0.8916149068 
12405 : 146 178 145 178 0.8916192707 
12406 : 151 182 152 183 0.8916192707 
12407 : 85 85 86 85 0.8916226426 
12408 : 28 235 28 234 0.8916275430 
12409 : 105 212 104 211 0.8916337085 
12410 : 69 92 69 91 0.8916452949 
12411 : 129 105 129 104 0.8916475785 
12412 : 118 266 118 265 0.8916517769 
12413 : 52 161 53 162 0.8916574946 
12414 : 115 13 115 12 0.8916592648 
12415 : 169 79 170 79 0.8916632535 
12416 : 133 170 134 170 0.8916666667 
12417 : 131 171 131 170 0.8916666667 
12418 : 200 210 199 210 0.8916666667 
12419 : 198 211 199 210 0.8916666667 
12420 : 91 202 90 202 0.8916787555 
12421 : 167 197 166 197 0.8916821473 
12422 : 187 81 188 82 0.8916948285 
12423 : 175 264 175 263 0.8917087697 
12424 : 130 237 129 236 0.8917133877 
12425 : 103 18 102 18 0.8917213192 
12426 : 74 105 75 105 0.8917232006 
12427 : 115 230 116 231 0.8917347580 
12428 : 87 15 88 15 0.8917539619 
12429 : 62 41 63 41 0.8917694369 
12430 : 72 171 71 170 0.8917748918 
12431 : 124 77 123 76 0.8917830087 
12432 : 79 268 78 269 0.8917916042 
12433 : 160 3 161 4 0.8918030392 
12434 : 185 74 186 74 0.8918119584 
12435 : 149 67 150 68 0.8918242295 
12436 : 131 157 132 158 0.8918365756 
12437 : 112 209 112 208 0.8918912393 
12438 : 25 269 24 270 0.8918918919 
12439 : 169 81 169 80 0.8919046879 
12440 : 161 69 162 68 0.8919255647 
12441 : 26 273 25 274 0.8919326120 
12442 : 24 274 25 274 0.8919326120 
12443 : 151 74 151 73 0.8919345471 
12444 : 85 134 85 133 0.8919530043 
12445 : 142 245 141 244 0.8919561900 
12446 : 106 203 107 203 0.8919597990 
12447 : 133 243 134 242 0.8919647387 
12448 : 147 22 148 22 0.8919662891 
12449 : 158 41 157 42 0.8919704889 
12450 : 156 69 157 69 0.8919875405 
12451 : 18 109 19 110 0.8919922053 
12452 : 145 73 145 72 0.8919934721 
12453 : 75 138 74 139 0.8920081355 
12454 : 37 143 38 144 0.8920187793 
12455 : 102 185 103 184 0.8920187793 
12456 : 157 69 158 69 0.8920256496 
12457 : 130 223 130 224 0.8920320955 
12458 : 140 177 141 177 0.8920607267 
12459 : 154 186 155 187 0.8920607267 
12460 : 155 187 155 188 0.8920607267 
12461 : 51 1 50 1 0.8920635150 
12462 : 155 280 155 279 0.8920704846 
12463 : 72 21 73 22 0.8920723564 
12464 : 31 161 30 160 0.8920756949 
12465 : 65 238 64 238 0.8920835357 
12466 : 42 160 41 160 0.8920914612 
12467 : 134 271 135 271 0.8920960868 
12468 : 113 188 112 189 0.8920975004 
12469 : 161 85 160 85 0.8921269356 
12470 : 135 170 134 170 0.8921315427 
12471 : 137 171 138 171 0.8921315427 
12472 : 147 93 146 92 0.8921317390 
12473 : 161 4 161 3 0.8921362798 
12474 : 98 205 97 204 0.8921379014 
12475 : 158 21 158 20 0.8921458121 
12476 : 58 168 57 167 0.8921549057 
12477 : 83 83 82 82 0.8921573389 
12478 : 147 6 148 5 0.8921695976 
12479 : 96 249 96 248 0.8921744325 
12480 : 152 5 151 5 0.8921745807 
12481 : 141 166 142 165 0.8921815776 
12482 : 91 73 90 73 0.8921840137 
12483 : 147 270 148 270 0.8922018349 
12484 : 13 256 12 255 0.8922056385 
12485 : 190 78 190 79 0.8922100877 
12486 : 149 62 148 62 0.8922212580 
12487 : 146 265 145 264 0.8922222222 
12488 : 105 201 105 202 0.8922361809 
12489 : 133 161 132 162 0.8922413793 
12490 : 147 166 146 166 0.8922413793 
12491 : 134 232 135 233 0.8922413793 
12492 : 117 191 118 191 0.8922579566 
12493 : 103 207 104 207 0.8922634271 
12494 : 29 121 29 122 0.8922871739 
12495 : 8 267 7 266 0.8923042901 
12496 : 76 77 75 76 0.8923384760 
12497 : 113 207 112 208 0.8923444976 
12498 : 22 169 22 168 0.8923469388 
12499 : 115 12 116 13 0.8923505103 
12500 : 120 150 121 150 0.8923534799 
12501 : 18 228 18 229 0.8923604947 
12502 : 88 191 89 191 0.8923707092 
12503 : 111 189 112 189 0.8923946268 
12504 : 149 2 148 1 0.8924004536 
12505 : 118 74 119 74 0.8924128672 
12506 : 36 66 36 65 0.8924185208 
12507 : 179 194 179 193 0.8924281280 
12508 : 148 20 147 21 0.8924359576 
12509 : 127 249 127 248 0.8924454052 
12510 : 76 150 77 151 0.8924508146 
12511 : 166 17 165 18 0.8924590307 
12512 : 86 85 87 85 0.8924774729 
12513 : 132 162 133 162 0.8924818707 
12514 : 66 161 67 160 0.8924864239 
12515 : 94 83 94 82 0.8924869877 
12516 : 188 45 188 44 0.8925000000 
12517 : 113 53 114 53 0.8925151276 
12518 : 69 256 69 257 0.8925189394 
12519 : 94 168 95 168 0.8925428540 
12520 : 171 78 170 79 0.8925456560 
12521 : 135 172 135 171 0.8925619835 
12522 : 190 251 189 251 0.8925619835 
12523 : 187 253 187 252 0.8925619835 
12524 : 185 256 186 256 0.8925619835 
12525 : 186 256 185 257 0.8925619835 
12526 : 64 172 63 171 0.8925673039 
12527 : 117 53 117 54 0.8925737009 
12528 : 139 172 138 171 0.8925772245 
12529 : 40 162 41 163 0.8926103137 
12530 : 88 201 89 200 0.8926229508 
12531 : 63 156 64 157 0.8926237245 
12532 : 72 161 73 161 0.8926246719 
12533 : 40 156 39 157 0.8926256727 
12534 : 74 110 73 109 0.8926406280 
12535 : 81 79 80 78 0.8926461101 
12536 : 123 215 124 216 0.8926726727 
12537 : 127 100 128 101 0.8926817598 
12538 : 112 208 112 207 0.8926829268 
12539 : 92 84 93 85 0.8926896561 
12540 : 155 4 154 3 0.8926916404 
12541 : 125 154 124 153 0.8926940639 
12542 : 75 161 76 160 0.8926949584 
12543 : 186 203 185 203 0.8927038627 
12544 : 63 238 62 239 0.8927442529 
12545 : 48 260 47 259 0.8927442529 
12546 : 45 264 45 263 0.8927442529 
12547 : 63 80 62 79 0.8927492607 
12548 : 34 72 33 71 0.8927577217 
12549 : 15 77 15 76 0.8927678647 
12550 : 135 267 136 268 0.8927975848 
12551 : 109 55 109 54 0.8928118829 
12552 : 102 51 103 51 0.8928152407 
12553 : 128 156 128 155 0.8928571429 
12554 : 188 192 188 193 0.8928571429 
12555 : 170 79 169 80 0.8928606107 
12556 : 161 15 161 14 0.8928743961 
12557 : 160 88 159 87 0.8928776155 
12558 : 25 85 26 85 0.8928794782 
12559 : 86 193 85 192 0.8928803853 
12560 : 157 87 158 87 0.8928851766 
12561 : 113 120 114 119 0.8928887787 
12562 : 170 75 171 76 0.8928930706 
12563 : 2 261 1 260 0.8929045093 
12564 : 108 118 108 119 0.8929330599 
12565 : 135 233 135 232 0.8929422985 
12566 : 136 235 136 234 0.8929422985 
12567 : 137 237 138 238 0.8929422985 
12568 : 138 239 139 239 0.8929422985 
12569 : 87 85 88 86 0.8929504155 
12570 : 30 91 31 91 0.8929508490 
12571 : 49 76 50 75 0.8929572178 
12572 : 149 71 150 71 0.8929581737 
12573 : 96 280 95 279 0.8929729730 
12574 : 188 79 188 78 0.8929801984 
12575 : 151 73 152 73 0.8929873563 
12576 : 60 138 60 137 0.8929885057 
12577 : 138 280 137 279 0.8930036310 
12578 : 183 259 182 258 0.8930041152 
12579 : 180 260 179 259 0.8930041152 
12580 : 58 182 57 182 0.8930093777 
12581 : 154 258 155 258 0.8930192386 
12582 : 179 259 179 260 0.8930192386 
12583 : 179 260 179 261 0.8930192386 
12584 : 158 69 157 70 0.8930215722 
12585 : 109 3 110 4 0.8930296756 
12586 : 79 83 78 84 0.8930297775 
12587 : 128 221 129 220 0.8930396644 
12588 : 154 275 154 276 0.8930396644 
12589 : 51 178 52 178 0.8930445545 
12590 : 141 275 142 275 0.8930460867 
12591 : 139 87 140 87 0.8930466711 
12592 : 75 152 74 153 0.8930856862 
12593 : 136 243 136 244 0.8930952381 
12594 : 153 277 154 277 0.8930952381 
12595 : 33 150 33 151 0.8930984974 
12596 : 103 182 104 183 0.8931005387 
12597 : 62 239 62 238 0.8931034483 
12598 : 59 243 59 242 0.8931034483 
12599 : 124 216 125 216 0.8931051587 
12600 : 151 273 150 272 0.8931051587 
12601 : 150 95 149 95 0.8931110453 
12602 : 181 82 180 82 0.8931207588 
12603 : 15 243 15 244 0.8931297710 
12604 : 12 252 12 253 0.8931297710 
12605 : 100 259 99 259 0.8931623932 
12606 : 191 203 192 203 0.8931623932 
12607 : 194 203 195 203 0.8931623932 
12608 : 159 47 158 48 0.8931686138 
12609 : 139 37 140 38 0.8931713125 
12610 : 128 256 127 255 0.8931724014 
12611 : 56 64 56 65 0.8932158063 
12612 : 148 1 149 1 0.8932246377 
12613 : 85 84 85 83 0.8932364300 
12614 : 155 14 155 15 0.8932443215 
12615 : 131 240 131 239 0.8932708872 
12616 : 69 160 68 161 0.8932741340 
12617 : 159 19 158 19 0.8932764751 
12618 : 104 183 103 183 0.8932816537 
12619 : 129 30 130 29 0.8932942179 
12620 : 150 64 149 65 0.8933046216 
12621 : 131 170 132 170 0.8933054393 
12622 : 146 70 145 71 0.8933083506 
12623 : 131 38 130 38 0.8933114389 
12624 : 142 69 142 70 0.8933288160 
12625 : 190 193 189 192 0.8933333333 
12626 : 112 70 111 69 0.8933480847 
12627 : 60 140 59 140 0.8933521950 
12628 : 151 68 150 68 0.8933577241 
12629 : 104 207 105 208 0.8933691756 
12630 : 154 7 154 8 0.8933798351 
12631 : 25 203 25 204 0.8933823529 
12632 : 5 274 5 275 0.8933823529 
12633 : 142 165 141 165 0.8933987998 
12634 : 75 22 76 21 0.8934092905 
12635 : 164 69 165 68 0.8934136291 
12636 : 132 238 131 239 0.8934389140 
12637 : 152 183 152 184 0.8934426230 
12638 : 136 268 137 267 0.8934566145 
12639 : 111 171 111 172 0.8934653832 
12640 : 54 2 55 1 0.8934723172 
12641 : 117 194 118 194 0.8934782609 
12642 : 130 224 130 225 0.8934856992 
12643 : 77 21 78 22 0.8934959533 
12644 : 188 82 189 81 0.8934994808 
12645 : 128 82 129 82 0.8935079105 
12646 : 75 71 75 72 0.8935105102 
12647 : 129 104 129 103 0.8935192681 
12648 : 39 173 40 174 0.8935277383 
12649 : 134 170 135 171 0.8935320781 
12650 : 141 170 141 171 0.8935320781 
12651 : 12 253 12 254 0.8935345825 
12652 : 33 70 33 71 0.8935362908 
12653 : 192 78 191 78 0.8935376701 
12654 : 186 79 185 80 0.8935388983 
12655 : 155 64 156 64 0.8935393268 
12656 : 138 72 139 72 0.8935417801 
12657 : 169 80 168 81 0.8935476563 
12658 : 33 238 33 239 0.8935572897 
12659 : 23 202 23 203 0.8935634976 
12660 : 60 143 60 142 0.8935861415 
12661 : 137 58 138 58 0.8935926606 
12662 : 135 240 134 240 0.8935946350 
12663 : 54 21 54 22 0.8936069794 
12664 : 90 85 91 84 0.8936090680 
12665 : 80 198 81 199 0.8936170213 
12666 : 5 249 4 250 0.8936332030 
12667 : 67 140 68 141 0.8936332030 
12668 : 94 90 93 89 0.8936427291 
12669 : 176 78 177 77 0.8936557319 
12670 : 85 133 85 132 0.8936651065 
12671 : 156 258 157 257 0.8936684510 
12672 : 142 258 143 259 0.8936732187 
12673 : 121 213 122 213 0.8936936937 
12674 : 120 170 119 170 0.8937135328 
12675 : 144 70 145 71 0.8937135328 
12676 : 73 86 73 85 0.8937157957 
12677 : 154 72 155 72 0.8937345171 
12678 : 170 85 169 84 0.8937406829 
12679 : 62 68 63 69 0.8937569172 
12680 : 163 83 164 83 0.8937730010 
12681 : 109 70 108 70 0.8937771550 
12682 : 5 275 4 276 0.8937848862 
12683 : 4 276 3 277 0.8937848862 
12684 : 3 277 2 278 0.8937848862 
12685 : 2 278 1 277 0.8937848862 
12686 : 59 161 58 161 0.8937864004 
12687 : 134 261 135 262 0.8937929553 
12688 : 156 61 155 62 0.8938022768 
12689 : 197 193 198 194 0.8938053097 
12690 : 159 16 159 15 0.8938198351 
12691 : 37 69 38 69 0.8938377782 
12692 : 73 142 72 142 0.8938514245 
12693 : 167 81 168 81 0.8938615898 
12694 : 86 79 86 80 0.8938623790 
12695 : 149 182 150 182 0.8938775510 
12696 : 156 189 157 189 0.8938775510 
12697 : 11 265 10 264 0.8938808374 
12698 : 141 177 141 178 0.8938924430 
12699 : 126 223 126 222 0.8939199380 
12700 : 62 190 62 189 0.8939393939 
12701 : 23 206 23 205 0.8939393939 
12702 : 164 74 165 74 0.8939411904 
12703 : 76 178 77 178 0.8939461883 
12704 : 42 98 43 97 0.8939513233 
12705 : 85 192 86 192 0.8939621968 
12706 : 85 131 85 132 0.8939648729 
12707 : 157 280 156 280 0.8939655172 
12708 : 135 171 136 172 0.8939747580 
12709 : 12 254 12 255 0.8939907019 
12710 : 9 261 10 262 0.8939907019 
12711 : 133 171 132 170 0.8940056710 
12712 : 158 96 157 96 0.8940111454 
12713 : 103 79 102 80 0.8940118592 
12714 : 187 103 186 103 0.8940122378 
12715 : 189 85 190 85 0.8940282025 
12716 : 164 193 165 193 0.8940330647 
12717 : 108 70 107 69 0.8940334831 
12718 : 94 245 95 245 0.8940377804 
12719 : 126 218 126 217 0.8940392187 
12720 : 154 277 155 277 0.8940392187 
12721 : 132 30 131 30 0.8940397351 
12722 : 26 181 25 181 0.8940503003 
12723 : 61 46 62 45 0.8940578526 
12724 : 130 34 131 34 0.8940593412 
12725 : 41 171 40 171 0.8940628172 
12726 : 99 66 100 66 0.8940652516 
12727 : 189 207 189 208 0.8940677966 
12728 : 191 207 190 206 0.8940677966 
12729 : 189 208 190 209 0.8940677966 
12730 : 54 23 53 24 0.8940924091 
12731 : 141 178 140 178 0.8940932471 
12732 : 157 257 156 257 0.8941015431 
12733 : 145 1 144 1 0.8941152818 
12734 : 13 78 14 79 0.8941174067 
12735 : 140 87 141 87 0.8941222172 
12736 : 113 195 112 196 0.8941441441 
12737 : 82 183 83 184 0.8941622005 
12738 : 143 259 144 260 0.8941724327 
12739 : 134 161 133 162 0.8941726377 
12740 : 115 218 116 219 0.8941927872 
12741 : 123 76 124 76 0.8942060086 
12742 : 131 30 130 29 0.8942140119 
12743 : 141 172 141 171 0.8942148760 
12744 : 156 73 156 74 0.8942164489 
12745 : 2 279 1 278 0.8942348679 
12746 : 108 121 108 120 0.8942679810 
12747 : 7 273 6 273 0.8942978950 
12748 : 142 70 143 71 0.8943011901 
12749 : 86 81 86 80 0.8943627451 
12750 : 105 189 106 189 0.8943661972 
12751 : 49 264 50 264 0.8943661972 
12752 : 156 43 156 42 0.8943668844 
12753 : 171 199 170 199 0.8943693452 
12754 : 149 88 148 88 0.8943844061 
12755 : 126 222 125 221 0.8943966388 
12756 : 3 271 3 270 0.8944013781 
12757 : 130 222 129 223 0.8944038794 
12758 : 32 72 33 71 0.8944193420 
12759 : 58 146 59 147 0.8944205847 
12760 : 132 84 133 84 0.8944279543 
12761 : 159 87 159 88 0.8944396287 
12762 : 154 75 154 74 0.8944525996 
12763 : 79 177 79 176 0.8944566814 
12764 : 112 118 112 119 0.8944639205 
12765 : 7 266 7 267 0.8944969807 
12766 : 95 111 95 112 0.8944977095 
12767 : 35 124 35 123 0.8945105820 
12768 : 107 174 106 175 0.8945142352 
12769 : 194 208 195 208 0.8945147679 
12770 : 195 208 196 208 0.8945147679 
12771 : 196 208 197 207 0.8945147679 
12772 : 191 210 192 210 0.8945147679 
12773 : 192 210 191 211 0.8945147679 
12774 : 122 261 121 262 0.8945574065 
12775 : 149 266 148 267 0.8945588747 
12776 : 62 189 61 190 0.8945627194 
12777 : 126 172 125 171 0.8945784741 
12778 : 135 265 135 264 0.8945799911 
12779 : 21 193 21 194 0.8946163706 
12780 : 59 278 59 279 0.8946163706 
12781 : 127 224 126 223 0.8946188341 
12782 : 74 139 75 140 0.8946277934 
12783 : 133 162 134 162 0.8946277934 
12784 : 134 162 134 163 0.8946277934 
12785 : 87 88 87 87 0.8946343499 
12786 : 154 74 153 74 0.8946357197 
12787 : 103 21 102 21 0.8946538896 
12788 : 37 128 36 127 0.8946577446 
12789 : 150 272 151 272 0.8946706888 
12790 : 156 74 156 75 0.8946790987 
12791 : 61 33 62 34 0.8946873570 
12792 : 181 76 180 76 0.8947109100 
12793 : 35 123 35 122 0.8947170146 
12794 : 75 140 75 139 0.8947271045 
12795 : 188 77 187 77 0.8947362909 
12796 : 132 158 132 159 0.8947368421 
12797 : 1 275 1 274 0.8947368421 
12798 : 85 83 86 84 0.8947408077 
12799 : 49 158 50 159 0.8947467639 
12800 : 88 86 87 86 0.8947601777 
12801 : 73 242 73 243 0.8947610294 
12802 : 85 89 85 88 0.8947617336 
12803 : 149 65 150 65 0.8947631680 
12804 : 167 194 167 193 0.8947696472 
12805 : 158 48 158 49 0.8947702275 
12806 : 97 204 96 204 0.8947756154 
12807 : 22 219 22 220 0.8947874265 
12808 : 11 259 11 260 0.8947874265 
12809 : 7 267 7 268 0.8947874265 
12810 : 80 179 79 180 0.8947947214 
12811 : 195 57 195 56 0.8948187833 
12812 : 145 88 146 88 0.8948233802 
12813 : 153 256 154 256 0.8948491651 
12814 : 13 129 13 130 0.8948665762 
12815 : 45 158 44 158 0.8948684354 
12816 : 116 208 115 208 0.8948684354 
12817 : 25 77 24 77 0.8948720669 
12818 : 45 64 46 64 0.8948723903 
12819 : 82 199 81 199 0.8948852078 
12820 : 84 145 84 146 0.8948925119 
12821 : 157 172 156 172 0.8948991031 
12822 : 155 69 154 69 0.8949048114 
12823 : 87 90 86 89 0.8949107980 
12824 : 25 274 24 273 0.8949255378 
12825 : 22 277 23 277 0.8949255378 
12826 : 111 225 110 224 0.8949275362 
12827 : 74 220 74 219 0.8949433304 
12828 : 194 211 194 210 0.8949579832 
12829 : 192 212 191 211 0.8949579832 
12830 : 193 188 194 187 0.8949771689 
12831 : 146 88 147 88 0.8949861411 
12832 : 168 81 168 80 0.8950045773 
12833 : 102 7 102 8 0.8950076862 
12834 : 24 270 24 271 0.8950078147 
12835 : 24 271 24 272 0.8950078147 
12836 : 176 37 176 36 0.8950083977 
12837 : 66 171 66 172 0.8950123153 
12838 : 111 273 111 272 0.8950499908 
12839 : 162 22 162 21 0.8950527321 
12840 : 131 164 132 163 0.8950790507 
12841 : 60 142 59 143 0.8950879036 
12842 : 112 189 112 188 0.8950892857 
12843 : 29 237 28 238 0.8951048951 
12844 : 60 137 60 136 0.8951243201 
12845 : 79 156 79 157 0.8951504431 
12846 : 139 64 139 63 0.8951522713 
12847 : 56 71 55 71 0.8951726731 
12848 : 146 184 146 183 0.8951758451 
12849 : 74 153 74 152 0.8951777364 
12850 : 11 260 10 259 0.8952020202 
12851 : 112 115 111 116 0.8952146077 
12852 : 133 241 133 240 0.8952158572 
12853 : 192 72 192 71 0.8952265020 
12854 : 110 4 110 3 0.8952323086 
12855 : 41 89 42 88 0.8952664859 
12856 : 24 276 23 275 0.8952702703 
12857 : 139 253 140 254 0.8952737764 
12858 : 60 154 60 153 0.8952760961 
12859 : 138 33 137 32 0.8952792935 
12860 : 59 247 58 246 0.8952800196 
12861 : 43 271 43 272 0.8952800196 
12862 : 43 272 42 273 0.8952800196 
12863 : 136 176 135 175 0.8952809823 
12864 : 155 258 156 259 0.8952809823 
12865 : 156 259 157 259 0.8952809823 
12866 : 176 262 175 263 0.8952809823 
12867 : 100 28 101 28 0.8952832105 
12868 : 17 107 17 106 0.8952862630 
12869 : 167 85 168 85 0.8953001411 
12870 : 112 214 112 213 0.8953030701 
12871 : 62 13 61 12 0.8953106836 
12872 : 37 116 38 117 0.8953164510 
12873 : 102 14 102 13 0.8953193033 
12874 : 141 244 142 244 0.8953246279 
12875 : 135 264 135 263 0.8953313047 
12876 : 124 152 124 153 0.8953488372 
12877 : 96 192 95 193 0.8953581433 
12878 : 113 72 114 72 0.8953611007 
12879 : 138 69 139 69 0.8953688482 
12880 : 175 263 176 263 0.8953715886 
12881 : 156 75 157 74 0.8953866978 
12882 : 121 30 121 31 0.8953926912 
12883 : 132 170 131 169 0.8953974895 
12884 : 199 210 198 209 0.8953974895 
12885 : 84 77 85 77 0.8954131653 
12886 : 47 155 48 156 0.8954186414 
12887 : 86 80 85 79 0.8954209056 
12888 : 77 175 78 176 0.8954339802 
12889 : 139 69 138 68 0.8954402911 
12890 : 99 205 100 206 0.8954487491 
12891 : 69 157 68 156 0.8954601957 
12892 : 24 183 23 183 0.8954682937 
12893 : 64 238 65 237 0.8954691142 
12894 : 157 189 157 190 0.8954918033 
12895 : 73 191 74 191 0.8955223881 
12896 : 141 165 142 166 0.8955264594 
12897 : 142 166 143 165 0.8955264594 
12898 : 86 86 87 86 0.8955314010 
12899 : 133 90 134 90 0.8955430036 
12900 : 172 77 172 76 0.8955443862 
12901 : 7 268 6 267 0.8955722640 
12902 : 139 72 140 73 0.8956018459 
12903 : 43 270 43 269 0.8956046625 
12904 : 102 202 103 202 0.8956367603 
12905 : 133 160 132 159 0.8956521739 
12906 : 162 31 163 30 0.8956538202 
12907 : 126 92 127 92 0.8956574664 
12908 : 75 81 76 82 0.8956657063 
12909 : 29 122 30 121 0.8956680347 
12910 : 136 32 137 32 0.8956736674 
12911 : 110 189 109 189 0.8956910736 
12912 : 150 182 150 183 0.8957092673 
12913 : 152 184 153 185 0.8957092673 
12914 : 153 185 152 185 0.8957092673 
12915 : 156 257 155 257 0.8957092673 
12916 : 157 259 156 260 0.8957092673 
12917 : 142 92 143 92 0.8957221546 
12918 : 46 175 45 174 0.8957264957 
12919 : 133 84 134 85 0.8957413143 
12920 : 120 192 121 192 0.8957446809 
12921 : 139 239 138 238 0.8957518470 
12922 : 74 14 75 14 0.8957543346 
12923 : 42 156 42 157 0.8957547170 
12924 : 77 67 76 67 0.8957618724 
12925 : 34 153 35 153 0.8957690393 
12926 : 159 88 158 87 0.8957739748 
12927 : 41 160 41 159 0.8957857025 
12928 : 67 174 68 173 0.8957915438 
12929 : 160 75 159 75 0.8958255709 
12930 : 34 108 35 108 0.8958296743 
12931 : 45 260 46 260 0.8958333333 
12932 : 46 260 47 259 0.8958333333 
12933 : 138 171 139 170 0.8958333333 
12934 : 135 73 136 72 0.8958419032 
12935 : 141 171 140 172 0.8958488863 
12936 : 47 65 47 66 0.8958557004 
12937 : 107 1 108 1 0.8958737599 
12938 : 47 259 47 258 0.8958765373 
12939 : 133 230 132 229 0.8958874459 
12940 : 10 264 11 263 0.8959093422 
12941 : 9 266 9 265 0.8959093422 
12942 : 15 76 16 75 0.8959142915 
12943 : 139 74 140 73 0.8959167932 
12944 : 155 188 154 187 0.8959183673 
12945 : 129 107 130 106 0.8959226478 
12946 : 159 1 160 1 0.8959377646 
12947 : 139 63 138 64 0.8959478845 
12948 : 23 167 24 167 0.8959618875 
12949 : 134 166 133 165 0.8959700685 
12950 : 193 81 194 80 0.8959823352 
12951 : 19 143 18 142 0.8959990776 
12952 : 185 80 184 79 0.8960009829 
12953 : 77 83 76 82 0.8960025878 
12954 : 56 182 55 183 0.8960396040 
12955 : 21 87 21 86 0.8960557566 
12956 : 41 73 42 74 0.8960608067 
12957 : 66 189 66 188 0.8960615641 
12958 : 169 13 168 13 0.8960671921 
12959 : 131 173 130 173 0.8960717867 
12960 : 29 89 30 90 0.8960764325 
12961 : 124 153 125 153 0.8960786824 
12962 : 105 178 105 177 0.8960786824 
12963 : 155 62 156 63 0.8960885579 
12964 : 192 200 191 199 0.8961038961 
12965 : 109 32 108 33 0.8961171536 
12966 : 87 86 87 87 0.8961281954 
12967 : 140 178 139 177 0.8961340634 
12968 : 142 179 142 178 0.8961340634 
12969 : 64 159 64 158 0.8961639735 
12970 : 186 52 185 52 0.8961678491 
12971 : 61 129 61 128 0.8961845699 
12972 : 138 68 139 68 0.8961865384 
12973 : 184 79 185 79 0.8961883408 
12974 : 189 52 188 51 0.8961955888 
12975 : 75 72 74 71 0.8962008895 
12976 : 97 194 97 195 0.8962082756 
12977 : 174 200 173 200 0.8962109631 
12978 : 29 246 28 247 0.8962164751 
12979 : 77 178 78 178 0.8962211982 
12980 : 38 167 39 168 0.8962213225 
12981 : 35 122 34 121 0.8962264151 
12982 : 142 244 143 245 0.8962328521 
12983 : 145 65 145 66 0.8962426182 
12984 : 72 174 72 173 0.8962516081 
12985 : 59 173 58 172 0.8962607304 
12986 : 189 251 189 252 0.8962655602 
12987 : 187 252 188 253 0.8962655602 
12988 : 189 252 189 253 0.8962655602 
12989 : 189 253 188 254 0.8962655602 
12990 : 188 254 188 255 0.8962655602 
12991 : 188 255 189 256 0.8962655602 
12992 : 189 256 188 257 0.8962655602 
12993 : 188 257 187 258 0.8962655602 
12994 : 186 258 185 257 0.8962655602 
12995 : 185 260 186 260 0.8962655602 
12996 : 186 260 186 259 0.8962655602 
12997 : 106 68 107 68 0.8962676452 
12998 : 56 1 55 1 0.8962691101 
12999 : 93 85 92 84 0.8962772015 
13000 : 121 31 121 32 0.8962903637 
13001 : 174 41 175 40 0.8962930283 
13002 : 112 198 112 199 0.8963133641 
13003 : 32 240 31 240 0.8963262765 
13004 : 108 120 108 119 0.8963414634 
13005 : 127 253 127 254 0.8963416455 
13006 : 11 263 10 262 0.8963454785 
13007 : 39 68 39 69 0.8963568468 
13008 : 26 183 26 184 0.8963670575 
13009 : 119 211 118 211 0.8963682701 
13010 : 87 194 88 194 0.8963730570 
13011 : 158 87 159 86 0.8963744433 
13012 : 175 40 174 40 0.8963846052 
13013 : 128 155 129 155 0.8963963964 
13014 : 34 121 34 122 0.8964059197 
13015 : 4 250 4 249 0.8964190589 
13016 : 21 82 22 83 0.8964436188 
13017 : 51 163 50 162 0.8964528462 
13018 : 85 22 84 22 0.8964619189 
13019 : 155 279 156 280 0.8964757709 
13020 : 38 144 39 145 0.8964810878 
13021 : 130 106 130 107 0.8964851285 
13022 : 158 74 158 75 0.8965061901 
13023 : 161 12 162 11 0.8965081452 
13024 : 29 74 28 74 0.8965372378 
13025 : 163 173 162 173 0.8965375273 
13026 : 34 122 35 121 0.8965455840 
13027 : 128 79 127 78 0.8965469559 
13028 : 132 163 133 163 0.8965517241 
13029 : 59 242 60 241 0.8965517241 
13030 : 146 183 145 182 0.8965554129 
13031 : 189 81 190 81 0.8965564622 
13032 : 49 270 49 271 0.8965605226 
13033 : 184 94 185 94 0.8965637126 
13034 : 21 217 20 218 0.8965648855 
13035 : 137 267 137 266 0.8965769972 
13036 : 120 92 119 91 0.8966126924 
13037 : 99 259 100 258 0.8966183575 
13038 : 95 112 96 112 0.8966229432 
13039 : 195 55 195 56 0.8966346154 
13040 : 114 209 114 208 0.8966346154 
13041 : 136 244 135 243 0.8966387913 
13042 : 23 112 22 112 0.8966450322 
13043 : 97 12 96 12 0.8966494328 
13044 : 73 81 74 82 0.8966761410 
13045 : 25 196 25 195 0.8966775599 
